donor_id,full_name,gender,age,weight_kg,height_cm,blood_pressure,pulse_rate,latitude,longitude,bmi,hemoglobin_g_dl,medications,email,password_hash,mobile,city,blood_group,availability,months_since_first_donation,days_since_last_donation,total_donations,total_litres_donated,last_donation_date,show_rate,avg_response_time_hours,response_history,record_created
JD000472,بوران جزار,Male,41,82.4,177.1,110/78,69,31.906683,35.875836,26.28,13.6,Aspirin,rbyepmahr@example.net,7041e86758193b381b00b027b65fdf87bf1c05e50331fef85647c613f24c94e5,0792964627,Amman,O+,No,0,365,0,0.0,2025-01-13,0.92,6.1,[],2026-01-13 03:46:18
JD000473,فاخر عبد اللطيف,Male,45,87.6,182.6,124/77,81,32.011622,36.048511,26.26,13.5,None,hylmmdwh@example.org,2e5e63c2e7568b5cef072b737f7f4fa360cdf13519bc003d22703d38acf46299,0792409064,Amman,A+,No,116,56,1,0.45,2025-11-18,0.87,0.7,['responded'],2026-01-13 03:46:18
JD000474,الدكتورة بيلسان بنو حنيفة,Male,27,79.8,178.7,112/86,83,32.552079,35.897875,24.98,13.1,None,wdyebnw-lam@example.com,9b1f0779435df0c8bc748d10e1aaab688e1f868b76a520b293618a4c568878ed,0783139568,Irbid,O+,Yes,117,166,5,2.25,2025-07-31,0.75,13.0,"['responded', 'responded', 'responded', 'responded', 'no_response']",2026-01-13 03:46:18
JD000475,الدكتور مرسال ترابين,Male,55,86.3,165.8,124/82,69,32.039205,35.94099,31.4,15.2,None,sbyh58@example.net,0c701da684a82ea93a2f7e0c2e2317759dd96f448802c877d96db4b400306519,0775368314,Amman,B+,Yes,45,56,6,2.7,2025-11-18,0.85,0.2,"['responded', 'responded', 'responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000476,فرزدق أنمار,Female,42,78.8,163.0,126/81,71,31.890081,35.84823,29.67,15.7,None,mhfwzedwan@example.com,97a3e89a979c8265369765d6b48bc59233e9df83c88a77313a34ed252c620b6c,0792835213,Amman,O+,Yes,66,263,8,3.6,2025-04-25,0.96,12.7,"['no_response', 'responded', 'responded', 'no_response', 'responded', 'responded', 'no_response', 'responded']",2026-01-13 03:46:18
JD000477,الدكتورة أفراح بارق,Male,22,68.0,180.3,120/86,76,30.763059,35.880352,20.93,15.8,"Metformin, Lisinopril",slymmxls@example.com,611ffa82728ec6388208db674823a9caf82e85442a27a7185e01399775e88631,0774069000,Other,B+,No,0,365,0,0.0,2025-01-13,0.8,4.6,[],2026-01-13 03:46:18
JD000478,لوجين خولان,Male,30,81.0,171.8,103/78,80,31.888881,35.978646,27.45,14.7,None,mkyje@example.net,12c8e699e1768bf486c8f8baa52a5256698eda81a9599bda1b46631503377fd7,0774452411,Amman,O+,No,99,273,4,1.8,2025-04-15,0.96,1.5,"['no_response', 'no_response', 'responded', 'responded']",2026-01-13 03:46:18
JD000479,المهندس قصي عبد القيس,Male,52,94.8,171.9,125/63,60,32.026476,36.062057,32.08,12.9,Lisinopril,ramzhwalp@example.org,42578422e426dfa32f9e3d88a6c8ea07ade2bed96dba42e87490234907f05c49,0796034435,Zarqa,A-,No,43,98,2,0.9,2025-10-07,0.7,0.8,"['responded', 'no_response']",2026-01-13 03:46:18
JD000480,ريم غنيم,Male,36,82.5,163.6,113/85,82,32.53352,35.862018,30.82,13.7,None,drwydysm@example.net,7ac456c1b4542f446a61a603e068dd6c2da1802b4108fc06c1c9afb99933d152,0785984932,Irbid,O+,Yes,95,87,2,0.9,2025-10-18,0.91,2.6,"['responded', 'responded']",2026-01-13 03:46:18
JD000481,الآنسة ريما الدليم,Male,27,69.3,168.5,110/88,61,30.807432,36.294948,24.44,13.9,None,kwlad-zyan@example.com,b3f4e4a6b514231c23793a5c134877384203bcbf4a821529ff2b8695d8eb0077,0773151374,Other,A+,Yes,40,86,2,0.9,2025-10-19,0.8,1.3,"['responded', 'responded']",2026-01-13 03:46:18
JD000482,المهندس نظمي حمير,Male,28,81.2,170.7,117/81,88,32.001755,35.848988,27.86,15.0,None,aleslytqy-aldyn@example.com,8a58a6704f7aa17e32174d0afcfef191250af09459e676a2940550a6acf15638,0797532559,Amman,A-,No,72,336,2,0.9,2025-02-11,0.82,1.7,"['responded', 'responded']",2026-01-13 03:46:18
JD000483,بيلسان بنو شيبان,Female,41,65.7,150.6,138/74,84,30.754147,36.045643,29.0,13.1,None,mjahd07@example.com,e1da4e8659a85cb3184989c40818cdd611448f1e08628e319f27e0d1aef25f7d,0779381218,Other,AB+,No,24,86,1,0.45,2025-10-19,0.78,2.1,['no_response'],2026-01-13 03:46:18
JD000484,الآنسة ابتهاج بنو هلال,Male,24,71.3,176.9,111/69,60,30.770386,35.709591,22.77,13.7,None,hsam29@example.net,a8466b4dba5a9dc804ee4c919dc2aa13dc82a4857e89cdd83b87df2d8efcd1bb,0776681912,Other,AB+,No,75,175,5,2.25,2025-07-22,0.79,0.9,"['responded', 'no_response', 'responded', 'no_response', 'no_response']",2026-01-13 03:46:18
JD000485,رواء قريش,Female,39,57.6,155.7,113/89,96,31.962432,36.016853,23.76,12.2,None,fdaalbgdady@example.com,00d32b655f9230d8258f99c23ae826623bffb72e4e7468819524dfe83d2d4377,0784715356,Amman,B-,No,111,56,4,1.8,2025-11-18,0.9,3.3,"['responded', 'responded', 'responded', 'no_response']",2026-01-13 03:46:18
JD000486,حياة عاملة,Male,36,88.8,173.9,126/86,75,32.516712,35.789141,29.36,14.5,None,ramy33@example.org,4af03500c0c1b364ce37f791c058dbc09f6dff2930b50d4961031080e1d915f4,0784778031,Irbid,AB+,No,98,71,1,0.45,2025-11-03,0.74,3.6,['responded'],2026-01-13 03:46:18
JD000487,المهندس عالم ربيعة,Female,18,74.9,174.8,116/77,74,31.923063,35.999788,24.5,12.4,None,hwaznrye@example.net,4cc24590d537dc9e7f0d4b78183e2902ebcbd4b476fc06ca775cbbd934756aa6,0797138857,Amman,AB+,No,108,56,1,0.45,2025-11-18,0.75,6.5,['responded'],2026-01-13 03:46:18
JD000488,الأستاذة سديم مراد,Male,49,50.0,174.6,126/68,83,31.252143,35.95447,16.4,15.2,None,qtbalshwl@example.org,cf11bc84d95e5fc3e8cc0d64087c6cc706c70409f96db740dd8e87d70845b1b5,0783173353,Other,A+,No,109,524,4,1.8,2024-08-07,0.77,2.4,"['responded', 'responded', 'responded', 'no_response']",2026-01-13 03:46:18
JD000489,المهندس مُنجد عبد القيس,Male,29,87.0,176.8,128/85,68,32.040566,36.055156,27.86,13.6,None,mzhr22@example.com,b74d992283efa2906940111e0057aa18b18de505b0ff19b56f669c966efe416a,0791699764,Zarqa,A+,Yes,40,155,4,1.8,2025-08-11,0.89,10.5,"['no_response', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000490,عمر بكر بن عبد مناة,Male,45,88.7,181.7,102/87,61,31.916869,36.085131,26.87,12.7,None,wsymetybp@example.net,8869cd127125c8e6f1504ab5373ea7aadd0c963e65a7f7ce54fb59c0611c6592,0789899403,Amman,A+,No,0,365,0,0.0,2025-01-13,0.86,10.0,[],2026-01-13 03:46:18
JD000491,جميل المنتفق,Male,46,56.4,181.2,130/83,68,31.919033,35.938142,17.19,12.5,None,peamr-bn-sesep@example.net,db0e0f74019c8ba83091a13e3d762edd349bbd0e4a24f6f7a1dfda28999169fd,0781880361,Amman,A+,Yes,23,56,2,0.9,2025-11-18,0.87,0.0,"['responded', 'responded']",2026-01-13 03:46:18
JD000492,الآنسة غيداء بنو أسد,Male,29,86.8,181.1,125/88,69,31.108866,36.344015,26.45,12.5,Atorvastatin,mtnymrym@example.org,75f6bc5c73ede41fb649471bfd360b6ec67b2638612ec4bddad8839cb5594e11,0797027942,Other,A+,Yes,70,56,3,1.35,2025-11-18,0.66,1.3,"['no_response', 'no_response', 'responded']",2026-01-13 03:46:18
JD000493,السيد مؤيّد بني هاجر,Male,46,87.4,172.8,113/79,79,31.87945,35.936491,29.27,13.7,"Aspirin, Metformin",zahredl@example.org,06be7c3d432d94b35ece63cd2406485367251e05c8ae291dd84129c3a14bcb57,0798678538,Amman,O+,No,0,365,0,0.0,2025-01-13,0.89,0.6,[],2026-01-13 03:46:18
JD000494,السيد جلال النمري,Male,50,85.0,168.9,104/71,74,31.430374,36.125158,29.8,12.7,None,wdwd54@example.com,43828bb85462855ddcc17612d780bb70be6bf3eb567ba1fde92c4211ac485aea,0797520512,Other,B+,Yes,60,101,3,1.35,2025-10-04,0.9,10.8,"['responded', 'no_response', 'responded']",2026-01-13 03:46:18
JD000495,عبد الباقي جرهم,Male,48,77.9,176.3,97/75,75,32.154804,36.099015,25.06,14.9,"Lisinopril, Atorvastatin",nerp@example.org,70112e917020818d84231a3216ed6d5de444080f687e3a479d8c5c0cae66745a,0797543405,Zarqa,B+,Yes,51,56,1,0.45,2025-11-18,0.75,7.4,['responded'],2026-01-13 03:46:18
JD000496,بتول المرازيق,Male,18,96.5,179.0,143/60,70,32.098337,35.942256,30.13,14.4,Aspirin,najh79@example.net,12de5adf8b7d2aedd03d70f93d5093935fd40fc2a1b1a63e487d535306807b7b,0778854019,Amman,A+,No,2,110,2,0.9,2025-09-25,0.72,1.4,"['responded', 'responded']",2026-01-13 03:46:18
JD000497,الدكتور عامر الكبابيش,Male,18,74.8,166.3,119/92,76,32.006863,36.125288,27.05,14.2,Atorvastatin,taltwth@example.org,5bac6b1d078d0d0e84bf7eecfcb8eba91986fb19fc19f676952f598595f98f47,0773744459,Zarqa,B+,Yes,116,56,6,2.7,2025-11-18,0.85,0.5,"['responded', 'responded', 'responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000498,ابتكار المرازيق,Male,49,81.3,178.4,135/74,91,32.13245,36.14714,25.53,15.4,None,calsadp@example.org,1c21850f040439bde4bcb8cd610d21c510ddd4ece2aee9517ff82a3e04d21791,0797021462,Zarqa,A+,No,81,93,2,0.9,2025-10-12,0.97,7.1,"['responded', 'no_response']",2026-01-13 03:46:18
JD000499,المهندسة خاشعة عنس,Male,25,74.4,172.5,110/65,75,32.071864,36.000944,24.99,15.7,None,emarfhm@example.com,bd58116b7048b20a89aa4fe99568a1a256a95de1d1abeb5f6e206ffb3a807f5c,0776454902,Amman,O+,Yes,108,56,4,1.8,2025-11-18,0.83,3.1,"['responded', 'no_response', 'responded', 'responded']",2026-01-13 03:46:18
JD000500,الدكتورة افتكار صيداوي,Male,33,63.6,167.6,126/94,73,31.949242,35.947138,22.64,14.6,None,tmam82@example.org,52b14018f59bdc0d0a7d2c443d8e8d9cfff16ba618a47e891e2c4837cf50dbfe,0785584518,Amman,O+,Yes,43,56,4,1.8,2025-11-18,0.82,6.0,"['no_response', 'responded', 'no_response', 'responded']",2026-01-13 03:46:18
JD000501,المهندسة غيداء بنو الأسمر,Female,19,55.9,174.6,128/85,71,30.961615,36.400458,18.35,12.7,None,ebd-alhfyzetybp@example.com,13236373453b84af6914b639e13f0106ae5728ac0adff8f5db614b64ea15b914,0772044466,Other,O+,No,26,89,3,1.35,2025-10-16,0.87,3.1,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000502,الدكتور عامر بنو شيبان,Male,30,77.9,183.8,118/87,84,31.82609,35.983608,23.06,14.6,None,jefr56@example.com,b733f99a4daef1b91e6528db5a9f5159d6ad97e6c74da1f0aa91dc08922bbfc2,0776516413,Amman,O+,No,109,56,2,0.9,2025-11-18,0.72,2.8,"['no_response', 'no_response']",2026-01-13 03:46:18
JD000503,وصاف حاشد,Male,47,50.0,156.8,99/68,66,32.041417,35.917121,20.33,15.7,Atorvastatin,aldlymhydr@example.net,b09ea096137b4e6defb4c0ea2f160085da36a50041f712eccda14ed1a176f3a9,0789371415,Amman,A+,Yes,34,56,5,2.25,2025-11-18,0.79,0.1,"['responded', 'responded', 'no_response', 'no_response', 'responded']",2026-01-13 03:46:18
JD000504,الأستاذة ريتاج وهبة,Male,34,86.1,169.8,118/89,67,31.964292,35.960422,29.88,12.6,None,wade84@example.net,3ca60c6dacf718cef12c9849134eb9f10c1a2d97dbfb8dd0a36309e3328b90bc,0773969072,Amman,B+,Yes,0,365,0,0.0,2025-01-13,0.79,0.2,[],2026-01-13 03:46:18
JD000505,يسرى ارناؤوط,Male,52,62.3,179.0,122/78,67,31.829202,35.912511,19.46,12.5,None,rwhyzhykp@example.com,ee84e732d1434588bb447ee26dc2915ccaf3061e0bd9c4673a662492d11dff48,0788999470,Amman,O+,No,47,56,5,2.25,2025-11-18,0.85,1.1,"['responded', 'responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000506,وديع الداودي,Male,39,73.5,175.6,119/73,69,32.002736,36.073951,23.84,14.2,"Atorvastatin, Lisinopril",lxmslam@example.net,720f99076e70767fc7af28cc2859b3412a4d741be3952f1cf29f3bb4683d3d3d,0783928462,Amman,B-,Yes,82,159,3,1.35,2025-08-07,0.74,2.2,"['no_response', 'responded', 'no_response']",2026-01-13 03:46:18
JD000507,الآنسة ضياء يافع,Male,33,84.6,165.0,101/67,71,31.890305,35.942144,31.09,15.2,Aspirin,tqy96@example.org,827b2a9121833a14ef8b596c10cda39707581405d3a3a025a6576df547c195b3,0773305921,Amman,AB+,No,9,232,2,0.9,2025-05-26,0.91,2.9,"['responded', 'responded']",2026-01-13 03:46:18
JD000508,الأستاذ جلال متني,Male,35,80.5,174.2,125/78,82,32.104751,36.118898,26.54,14.2,None,alamynwry@example.com,a0419375e2499076deeafcfdf2a489a2168a2f547fc4c48596102f3c28529413,0782991379,Zarqa,AB+,No,0,365,0,0.0,2025-01-13,0.97,4.8,[],2026-01-13 03:46:18
JD000509,المهندس حمدي طرابلسي,Male,42,76.6,176.9,144/92,61,32.560339,35.867377,24.47,13.7,"Aspirin, Metformin",mdwblal@example.org,9f163631115e134945a8169e619c1eeb8681142eef1698adefaf55b80d36e12a,0786894673,Irbid,B+,No,0,365,0,0.0,2025-01-13,0.9,5.2,[],2026-01-13 03:46:18
JD000510,ليساء بلغازي,Male,41,93.3,200.0,131/72,71,30.982722,36.260098,23.32,13.0,None,twthvqyf@example.org,0959c06bd23c9c12bbcf98c000164b25d87d2bbcae9128353c0a8385dd9aa7d7,0774447874,Other,O+,No,43,163,4,1.8,2025-08-03,0.91,3.6,"['responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000511,سالم بكر بن عبد مناة,Female,26,50.0,153.2,122/74,74,31.284714,35.959845,21.31,13.5,None,wdyenmar@example.org,259e9c3f562ddc1f33963d6dccb6a38e2d293a4aa71387082bdb599bea8bf2c9,0794596748,Other,O+,Yes,115,129,5,2.25,2025-09-06,0.76,2.6,"['responded', 'responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000512,الأستاذ نائل المملوك,Male,22,61.1,159.7,132/75,75,31.875199,36.070141,23.94,14.7,Atorvastatin,lfyf54@example.net,72678e6f7596d19c2fd58cbc50f567f064d882cd293755f6555742d17bbe7d29,0773181367,Amman,B+,No,47,161,4,1.8,2025-08-05,0.72,0.6,"['responded', 'no_response', 'responded', 'no_response']",2026-01-13 03:46:18
JD000513,الآنسة باهرة عدوان,Male,39,67.3,171.2,142/91,87,32.019645,36.057008,22.97,13.4,None,izhran@example.com,291789905172a5452021788b348cce649062caae5c46e89a9f55c06bd0eaa32d,0789288009,Zarqa,A+,Yes,112,109,3,1.35,2025-09-26,0.88,2.5,"['no_response', 'responded', 'no_response']",2026-01-13 03:46:18
JD000514,الدكتور ضيائي الحويطات,Male,25,78.2,164.8,111/93,60,32.603247,35.903441,28.79,14.3,None,rbyepebd-alqadr@example.net,7be35164ed7a1d29ef7ebf9b6e0e23119edbcdac6e660f225c7156059f46a4cf,0783592689,Irbid,O+,No,97,56,2,0.9,2025-11-18,0.72,1.0,"['no_response', 'no_response']",2026-01-13 03:46:18
JD000515,كاظم البشيتي,Female,34,95.1,165.9,118/71,72,31.809743,35.970131,34.56,12.6,None,ryfyad@example.org,56573aab0ff233548d861199c83d2d0506d08ea053ad35aeee83e395074d5852,0779507395,Amman,A+,No,98,56,2,0.9,2025-11-18,0.86,16.3,"['responded', 'responded']",2026-01-13 03:46:18
JD000516,عبد الغفور قريش,Male,39,74.0,182.9,137/83,74,31.879181,36.023417,22.12,12.5,None,gtfan24@example.com,b6762fe4c665a4d159ac8d86a8146cb47956d0ee336172931f1f125bbf91d09d,0776008836,Amman,A+,Yes,86,56,1,0.45,2025-11-18,0.71,3.9,['responded'],2026-01-13 03:46:18
JD000517,روبا طقش,Male,38,75.9,155.0,124/72,82,31.190873,35.759973,31.6,15.1,"Aspirin, Metformin",fmyrfab@example.net,9f2a7a9327458f1654eb923d1e7040c2c7ace18e637166462d76fae5fb6d49fe,0781330884,Other,O+,No,59,56,2,0.9,2025-11-18,0.57,2.6,"['responded', 'no_response']",2026-01-13 03:46:18
JD000518,بهاء الدليم,Male,42,71.6,161.1,122/69,74,31.286599,36.085417,27.59,14.5,None,talyaalwery@example.net,e55de0e1c4e5ed43241aad5190390e3d5e713013f8dd6dd7669c00ef2f14c263,0783424305,Other,O+,Yes,15,56,1,0.45,2025-11-18,0.91,2.5,['responded'],2026-01-13 03:46:18
JD000519,جلنار الجعليين,Male,43,63.9,176.9,128/82,80,31.940498,36.08848,20.42,14.1,Metformin,zhykpsate@example.org,71c1663f77f6049662599b3382e6c9fc3d5fab14a039e7899a82e98223c96a21,0773320655,Amman,A+,Yes,85,95,1,0.45,2025-10-10,0.69,1.8,['responded'],2026-01-13 03:46:18
JD000520,الدكتور مشرق الطحان,Male,29,63.5,189.1,108/84,75,32.549021,35.791668,17.75,14.0,None,emyr01@example.net,be936592913f5861ee80ff3ceeb89e9034d2da002d2f88952f21505122256903,0781502896,Irbid,O+,Yes,47,526,7,3.15,2024-08-05,0.6,4.2,"['no_response', 'no_response', 'responded', 'no_response', 'responded', 'responded', 'no_response']",2026-01-13 03:46:18
JD000521,باهرة عبد اللطيف,Male,34,78.3,177.7,103/74,69,31.960541,35.868459,24.81,13.6,None,talqrjwly@example.net,c6e4124334739f1ded42f771e67442a43247eb9c4ffe6e7c762655a5b5e8cb24,0795172187,Amman,B+,No,0,365,0,0.0,2025-01-13,0.59,0.1,[],2026-01-13 03:46:18
JD000522,الدكتورة زكية الحويطات,Male,29,88.3,168.6,108/80,80,31.967388,35.990055,31.09,14.5,None,aldlymmaya@example.com,6fcfa03a4d1c44feb4d0e6ddb779ac1093ad0d1c3cdce5c7d9956fade552018a,0771624248,Amman,AB+,Yes,92,67,1,0.45,2025-11-07,0.63,1.8,['no_response'],2026-01-13 03:46:18
JD000523,ياسر الدجاني,Male,42,106.9,184.6,139/87,74,31.885393,36.007704,31.38,13.8,None,bjylpftyn@example.net,3ec27c761d658d065335a5170e7f4b6384d4a59f902daf83fc5f32c78bf5f068,0781909961,Amman,O+,No,37,110,4,1.8,2025-09-25,0.54,0.3,"['responded', 'no_response', 'responded', 'no_response']",2026-01-13 03:46:18
JD000524,الأستاذ عمّار الدقاق,Male,34,51.4,176.9,114/77,74,31.060094,36.491838,16.42,12.9,"Atorvastatin, Metformin",myd07@example.com,ccdb7d92f5dba5f8f9e3b767109fe03dd4389b728ba20a9d56b5101f7e6474be,0778037469,Other,B+,No,92,56,2,0.9,2025-11-18,0.8,0.7,"['responded', 'responded']",2026-01-13 03:46:18
JD000525,غانم تنوخ,Male,43,102.9,191.5,124/78,82,31.949822,35.938611,28.06,12.5,Metformin,eqylbnw-edy@example.org,6d019464bcfc1887250bf58cd6a29217934c40587976e40cc6f32457abb6b352,0795699024,Amman,B+,No,33,67,2,0.9,2025-11-07,0.67,9.9,"['responded', 'responded']",2026-01-13 03:46:18
JD000526,السيد ناظم نسيبة,Male,29,70.8,174.2,136/69,65,31.863085,35.993817,23.33,12.6,"Lisinopril, Metformin",wvab82@example.com,5f0d94eae05858728b45f993fd0196ec8bb44e88252042e205b4d69ec3e84ff4,0775652678,Amman,AB+,Yes,0,365,0,0.0,2025-01-13,0.85,3.1,[],2026-01-13 03:46:18
JD000527,المهندس حسني بديرية,Male,31,73.2,168.8,101/82,82,31.961485,36.055388,25.67,13.7,None,rwepbnw-aleryj@example.org,11187bd4e6289023d1cc42f1aad8220c7cdd20d64305fe4efb78c056e877eea6,0774159687,Amman,A-,Yes,6,56,4,1.8,2025-11-18,0.86,9.5,"['responded', 'no_response', 'responded', 'no_response']",2026-01-13 03:46:18
JD000528,المهندس ياسر حوالة,Male,21,86.2,175.6,123/81,75,30.9257,36.42912,27.95,13.4,"Atorvastatin, Lisinopril",lwlya54@example.com,c6c776caf9ec3be6e11cf037fffde323ce9f16daa546bc2ff059f562374d86ae,0786386168,Other,A+,Yes,0,365,0,0.0,2025-01-13,0.65,0.6,[],2026-01-13 03:46:18
JD000529,السيد هيمان الهدمي,Male,40,84.4,170.2,136/71,67,32.054394,35.927006,29.12,12.6,Lisinopril,kbnw-alsmr@example.org,012c41b152fdec734a265548771fddc78985bdd45edf87884e3f47d82552df1c,0791256547,Amman,O+,Yes,115,70,1,0.45,2025-11-04,0.92,3.1,['responded'],2026-01-13 03:46:18
JD000530,أسرار عنزة,Male,34,89.1,168.2,131/80,60,32.121945,36.084908,31.48,12.5,Aspirin,zalhwh@example.org,4d854525faa1e9b71cce8024bbaa1669bbb59a455b88da75f856144c035c3e3a,0799038147,Zarqa,A+,Yes,0,365,0,0.0,2025-01-13,0.77,1.1,[],2026-01-13 03:46:18
JD000531,خلدون كهلان,Male,24,60.3,177.1,105/92,74,32.00113,36.018054,19.23,14.8,"Atorvastatin, Lisinopril",ualgwanmp@example.org,55cdf8c061cf166f5a280b112076b255a41239044305d6bce02ec3bfd9fab7fb,0786582255,Amman,O+,No,95,56,3,1.35,2025-11-18,0.83,2.6,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000532,الأستاذ عزّ الدّين ثقيف,Male,42,64.6,169.2,121/77,74,31.10775,35.536951,22.54,13.0,"Atorvastatin, Lisinopril",lyanmr@example.com,3e1430437e47f9b2c6b7643276e9329f2979408f7a9a6837e838a5f61545fa19,0798607659,Other,AB+,Yes,17,202,4,1.8,2025-06-25,0.75,5.7,"['no_response', 'no_response', 'no_response', 'responded']",2026-01-13 03:46:18
JD000533,نصور أولاد زيان,Male,27,82.6,178.7,116/77,88,31.090799,36.25289,25.85,13.9,None,bnw-hlalkaf@example.com,930774bf6af323de198456fc95903d0b7ebe5cf93d44055b8583f1464c25172a,0777697332,Other,O+,No,18,353,3,1.35,2025-01-25,0.88,0.6,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000534,المهندس جميل الأيوبي,Male,28,59.5,166.4,134/91,75,32.543754,35.824074,21.5,16.4,None,bnw-klbebd-alwahd@example.org,994a2435ba82160f36cde06313de158b55bc1bbf69fa71f9b2d4126c1378340e,0785107544,Irbid,O-,Yes,37,56,2,0.9,2025-11-18,0.85,4.8,"['responded', 'responded']",2026-01-13 03:46:18
JD000535,بلماء بجيلة,Male,37,59.0,157.7,117/82,70,31.953353,35.906125,23.7,12.6,None,yalkwahlp@example.com,2ee44bde960325311a8a0f8fe54d11f309d3cbc3619c2960e7a3b036a5eb1355,0798821972,Amman,B+,No,16,81,2,0.9,2025-10-24,0.84,16.0,"['responded', 'responded']",2026-01-13 03:46:18
JD000536,بلسم طزيز,Male,45,58.8,158.9,129/87,71,32.045001,35.905444,23.29,14.2,"Aspirin, Atorvastatin",ebdalrhmntyp@example.com,fbdd513b18892050554f7a2b8750d88ed356cb58dbdbc9512482f1b08c720e54,0779144442,Amman,A+,No,88,113,1,0.45,2025-09-22,0.7,3.0,['responded'],2026-01-13 03:46:18
JD000537,السيد حمدان متني,Male,34,80.0,176.3,123/87,73,31.926816,35.910858,25.74,12.7,Lisinopril,albytyeb@example.com,75512946b6ee86fc22d13e85a0848b9eabd5fa6958387d923e6860ebfb2781e5,0794206877,Amman,A+,No,29,56,3,1.35,2025-11-18,0.54,3.6,"['responded', 'no_response', 'no_response']",2026-01-13 03:46:18
JD000538,المهندس صبور هوازن,Male,34,53.6,167.9,104/77,71,32.060274,35.902395,19.02,13.7,"Lisinopril, Atorvastatin",albdyryqys@example.org,828756b6296d661de0faef0de6e7914e1c6512286153ad74329cec4187116594,0787222988,Amman,A+,No,118,56,3,1.35,2025-11-18,0.81,5.2,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000539,جالا بنو الدئل,Male,43,55.1,162.9,101/67,68,32.05713,35.944554,20.75,14.1,None,awlad-bwezyz@example.com,fb6cca509a29cdd91d6f6bd1003361b83570c8858cd3db0e6cf0162338cc2e14,0776291567,Amman,A+,No,78,269,3,1.35,2025-04-19,0.87,4.3,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000540,بهية بلقرن,Male,51,100.3,183.7,122/91,62,31.020708,36.223364,29.73,14.3,None,ibnw-zyd@example.com,571d3294aed65ffe291a5265d53d694bf1193cd460217bfe85b277da2c9ba1e6,0793178980,Other,B+,Yes,8,139,5,2.25,2025-08-27,0.89,2.2,"['responded', 'responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000541,الأستاذ خليل بحمدوني,Male,29,74.1,181.0,104/73,65,31.943473,36.080827,22.6,14.8,None,cjefr@example.net,433bfa89fc5acd7f0c3f5b8b9532ac79c005ef4e2e4b0a6204e4dbda506d7279,0787364369,Amman,A-,Yes,6,104,2,0.9,2025-10-01,0.8,2.3,"['responded', 'no_response']",2026-01-13 03:46:18
JD000542,كرم حجازي,Male,48,67.1,165.1,122/71,68,30.870612,36.408165,24.6,14.4,None,ebd-alwahdfrahyd@example.org,6fdfc853b42c88ecf8333a987ac73996aea30c478a51f87317eb924d1b2c7194,0772489634,Other,A+,No,70,56,3,1.35,2025-11-18,0.9,2.9,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000543,السيد قاسم الأيوبي,Male,42,53.4,177.2,122/80,71,31.898136,35.99954,16.99,13.0,None,rjbbarq@example.org,ee0555047c520507c77fb8abab2c388a13ca4e4e28bf2e0c0534090c7a9af924,0788062533,Amman,A+,No,85,503,1,0.45,2024-08-28,0.84,5.5,['responded'],2026-01-13 03:46:18
JD000544,المهندس عارف بيروتي,Male,37,76.5,166.8,110/68,76,31.963354,36.020701,27.5,15.0,None,jermwny@example.com,e06ac907d546aa122eac6e442a04335df96ca41cbf9610eb3c43fdcc017e868e,0791464244,Amman,O+,Yes,91,56,5,2.25,2025-11-18,0.81,5.1,"['responded', 'no_response', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000545,جلنار رصاص,Male,34,75.3,175.9,138/84,84,32.037275,35.898579,24.33,15.3,Aspirin,dsbye@example.net,d47d0eeeb79e7d051768d5c952bbd72049b973aa77ab604a779146cf1f0d929b,0772679236,Amman,O+,Yes,99,56,2,0.9,2025-11-18,0.79,1.5,"['responded', 'responded']",2026-01-13 03:46:18
JD000546,الدكتورة روبا النجار,Male,21,74.3,176.1,110/79,66,32.073927,35.960863,23.98,14.3,None,ealthan@example.org,fa08a7a4b87958ab84b4cf9c90c9598654014edb600c2e2cab23e3b28ae44d8d,0792314219,Amman,A+,No,53,56,4,1.8,2025-11-18,0.9,4.6,"['responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000547,هدى العلمي,Male,34,77.4,169.0,102/65,74,32.0569,36.038098,27.08,13.9,None,yyafe@example.org,f8197f1e69f748c848374754073af0cdff63eb0f9ae39153c5d673404d762f1b,0797412727,Amman,A+,No,108,160,2,0.9,2025-08-06,0.83,1.3,"['responded', 'responded']",2026-01-13 03:46:18
